Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1728995526,17,,Aggregated,6.500000,0.000000,21,33,49,61,91,160,4200,4200,4300,4300,4300,360,0,21,160.4392585635651,2.543749986216426,4311.356901016552,68906.65277777778
1728995527,17,,Aggregated,6.500000,0.000000,21,33,49,58,89,120,4200,4200,4300,4300,4300,363,0,21,159.25335770517142,2.543749986216426,4311.356901016552,68492.68595041323
1728995528,17,,Aggregated,7.000000,0.000000,21,33,49,58,91,120,4200,4200,4300,4300,4300,373,0,21,155.93114757633222,2.543749986216426,4311.356901016552,67101.86058981234
1728995529,17,,Aggregated,6.700000,0.000000,21,33,49,56,91,120,4200,4200,4300,4300,4300,380,0,21,153.4338205577928,2.543749986216426,4311.356901016552,66430.06052631579
1728995530,18,,Aggregated,6.600000,0.000000,21,33,49,57,90,120,4200,4200,4300,4300,4300,386,0,21,151.6775062795996,2.543749986216426,4311.356901016552,65913.95336787564
1728995531,18,,Aggregated,6.700000,0.000000,21,33,49,56,89,120,4200,4200,4300,4300,4300,394,0,21,148.86321493162689,2.543749986216426,4311.356901016552,64762.92385786802
1728995532,18,,Aggregated,6.800000,0.000000,21,33,49,58,89,110,4200,4200,4300,4300,4300,401,0,21,147.20959132426927,2.543749986216426,4311.356901016552,64459.837905236905
1728995533,18,,Aggregated,6.400000,0.000000,21,33,49,57,89,110,4200,4200,4300,4300,4300,410,0,21,144.38947059026714,2.543749986216426,4311.356901016552,63473.40487804878
1728995534,18,,Aggregated,6.700000,0.000000,21,33,49,57,89,120,4200,4200,4300,4300,4300,416,0,21,153.06186851180078,2.543749986216426,4311.356901016552,66732.86778846153
1728995535,18,,Aggregated,6.800000,0.000000,21,33,49,57,89,120,4200,4200,4300,4300,4300,424,0,21,151.06150781599044,2.543749986216426,4311.356901016552,65877.41509433962
1728995536,19,,Aggregated,6.900000,0.000000,21,33,49,57,90,120,4200,4200,4300,4300,4300,431,0,21,149.4167241645467,2.543749986216426,4311.356901016552,65178.04872389791
1728995537,19,,Aggregated,7.000000,0.000000,21,33,49,56,90,120,4200,4200,4300,4300,4300,436,0,21,147.85969077752063,2.543749986216426,4311.356901016552,64491.45871559633
1728995538,19,,Aggregated,6.900000,0.000000,21,33,49,57,90,120,4200,4200,4300,4300,4300,443,0,21,146.54967165223593,2.543749986216426,4311.356901016552,63766.19187358917
1728995539,19,,Aggregated,7.000000,0.000000,21,33,50,58,91,120,4200,4200,4300,4300,4300,448,0,21,145.46149648659983,2.543749986216426,4311.356901016552,63177.299107142855
1728995540,19,,Aggregated,7.100000,0.000000,21,33,50,58,90,120,4200,4200,4300,4300,4300,456,0,21,143.55849743853406,2.543749986216426,4311.356901016552,62394.01754385965
1728995541,19,,Aggregated,7.000000,0.000000,21,33,50,57,90,120,4200,4200,4300,4300,4300,468,0,21,147.18222853844054,2.543749986216426,4311.356901016552,61172.31196581197
1728995542,20,,Aggregated,6.500000,0.000000,21,33,50,56,90,150,4200,4200,4300,4300,4300,476,0,21,154.03510986970633,2.543749986216426,4311.356901016552,63805.95798319328
1728995543,20,,Aggregated,7.200000,0.000000,21,33,50,58,91,160,4200,4200,4300,4300,4300,487,0,21,151.89274097553758,2.543749986216426,4311.356901016552,62855.453798767965
1728995544,20,,Aggregated,7.300000,0.000000,21,33,50,58,91,170,4200,4200,4300,4300,4300,494,0,21,150.34225712358756,2.543749986216426,4311.356901016552,62070.97975708502
1728995545,20,,Aggregated,8.000000,0.000000,21,33,50,58,90,160,4200,4200,4300,4300,4300,504,0,21,148.01009963897135,2.543749986216426,4311.356901016552,61330.72619047619
1728995546,20,,Aggregated,7.600000,0.000000,21,33,50,57,89,160,4200,4200,4300,4300,4300,512,0,21,146.10004343353467,2.543749986216426,4311.356901016552,60696.7578125
1728995547,20,,Aggregated,8.000000,0.000000,21,33,50,57,89,160,4200,4200,4300,4300,4300,518,0,21,144.77006250180656,2.543749986216426,4311.356901016552,60265.84749034749
1728995548,21,,Aggregated,7.700000,0.000000,21,33,50,57,89,150,4200,4200,4300,4300,4300,528,0,21,142.561167768828,2.543749986216426,4311.356901016552,59471.441287878784
1728995549,21,,Aggregated,8.100000,0.000000,21,33,50,57,89,150,4200,4200,4300,4300,4300,536,0,21,140.93245902029648,2.543749986216426,4311.356901016552,59014.826492537315
1728995550,21,,Aggregated,8.200000,0.000000,21,32,49,56,89,120,4200,4200,4300,4300,4300,546,0,21,138.7121925804672,2.543749986216426,4311.356901016552,58299.031135531135
1728995551,21,,Aggregated,8.400000,0.000000,21,32,49,56,89,120,4000,4200,4300,4300,4300,553,0,21,137.29076076464838,2.543749986216426,4311.356901016552,57831.484629294755
1728995552,21,,Aggregated,9.100000,0.000000,21,32,49,55,89,120,4000,4200,4300,4300,4300,566,0,21,141.74713442884072,2.543749986216426,4311.356901016552,59810.549469964666
1728995553,21,,Aggregated,8.700000,0.000000,21,32,49,55,88,120,4000,4200,4300,4300,4300,571,0,21,140.724528841972,2.543749986216426,4311.356901016552,59417.15761821366
1728995554,22,,Aggregated,8.700000,0.000000,21,33,49,56,88,120,4000,4200,4300,4300,4300,585,0,21,138.39411575687475,2.543749986216426,4311.356901016552,58556.984615384616
1728995555,22,,Aggregated,8.300000,0.000000,21,33,49,55,88,120,4000,4200,4300,4300,4300,591,0,21,137.25751435148567,2.543749986216426,4311.356901016552,58109.70389170897
1728995556,22,,Aggregated,8.500000,0.000000,21,32,49,55,88,120,4000,4200,4300,4300,4300,602,0,21,135.31239647623244,2.543749986216426,4311.356901016552,57339.5780730897
1728995557,22,,Aggregated,8.800000,0.000000,21,32,49,55,88,120,4000,4200,4300,4300,4300,610,0,21,133.76428497808251,2.543749986216426,4311.356901016552,56773.73442622951
1728995558,22,,Aggregated,8.900000,0.000000,21,32,49,54,88,120,4000,4200,4300,4300,4300,616,0,21,132.80482880121804,2.543749986216426,4311.356901016552,56478.02272727273
1728995559,22,,Aggregated,8.900000,0.000000,21,32,49,54,87,120,4000,4200,4300,4300,4300,625,0,21,131.25433669211344,2.543749986216426,4311.356901016552,55743.0192
1728995560,23,,Aggregated,9.100000,0.000000,21,32,49,54,87,120,4000,4200,4300,4300,4300,637,0,21,129.25860067146715,2.543749986216426,4311.356901016552,55137.43014128728
1728995561,23,,Aggregated,8.700000,0.000000,21,32,45,54,87,110,4000,4200,4300,4300,4300,645,0,21,127.92711600737083,2.543749986216426,4311.356901016552,54655.93488372093
1728995562,23,,Aggregated,8.600000,0.000000,21,32,45,54,87,110,4000,4200,4300,4300,4300,652,0,21,126.74551642279532,2.543749986216426,4311.356901016552,54310.16104294478
1728995563,23,,Aggregated,8.900000,0.000000,21,32,44,54,87,110,4000,4200,4300,4300,4300,661,0,21,125.3205280525204,2.543749986216426,4311.356901016552,53721.833585476554
1728995564,23,,Aggregated,8.900000,0.000000,21,32,44,54,87,110,4000,4200,4300,4300,4300,675,0,21,123.42812237140068,2.543749986216426,4311.356901016552,53114.50814814815
1728995565,23,,Aggregated,8.800000,0.000000,21,32,44,54,87,110,4000,4200,4300,4300,4300,684,0,21,122.15759633754023,2.543749986216426,4311.356901016552,52808.834795321636
1728995566,24,,Aggregated,8.800000,0.000000,21,32,43,53,87,110,4000,4200,4300,4300,4300,693,0,21,121.34726339239563,2.543749986216426,4311.356901016552,52299.229437229435
